set_id,set_name,set_logo,set_symbol,set_tcgOnline,set_releaseDate,set_boosters,illustrator,rarity,category,dexId,hp,evolveFrom,description,level,stage,suffix,item,abilities,weaknesses,resistances,retreat,effect,trainerType,energyType,regulationMark,id,localId,name,image,boosters,image_url,image_path,variants_normal,variants_reverse,variants_holo,variants_firstEdition,variants_wPromo,types,attacks
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Apios,Common,Pokemon,,110.0,,,,Stage1,,,,,,3.0,,,,I,me02.5-119,119,Carkol,https://assets.tcgdex.net/en/me/me02.5/119,,https://assets.tcgdex.net/en/me/me02.5/119/low.png,images/2026-01-30_me02.5_me02.5-119_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Nisota Niso,Rare,Pokemon,,180.0,,,,Stage2,,,,,,4.0,,,,I,me02.5-120,120,Coalossal,https://assets.tcgdex.net/en/me/me02.5/120,,https://assets.tcgdex.net/en/me/me02.5/120/low.png,images/2026-01-30_me02.5_me02.5-120_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,aky CG Works,Double rare,Pokemon,,230.0,,,,Basic,,,,,,2.0,,,,J,me02.5-121,121,Koraidon ex,https://assets.tcgdex.net/en/me/me02.5/121,,https://assets.tcgdex.net/en/me/me02.5/121/low.png,images/2026-01-30_me02.5_me02.5-121_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Mitsuhiro Arita,Rare,Pokemon,,140.0,,,,Basic,,,,,,3.0,,,,I,me02.5-122,122,Okidogi,https://assets.tcgdex.net/en/me/me02.5/122,,https://assets.tcgdex.net/en/me/me02.5/122/low.png,images/2026-01-30_me02.5_me02.5-122_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Saboteri,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-123,123,Gastly,https://assets.tcgdex.net/en/me/me02.5/123,,https://assets.tcgdex.net/en/me/me02.5/123/low.png,images/2026-01-30_me02.5_me02.5-123_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Rianti Hidayat,Uncommon,Pokemon,,100.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-124,124,Haunter,https://assets.tcgdex.net/en/me/me02.5/124,,https://assets.tcgdex.net/en/me/me02.5/124/low.png,images/2026-01-30_me02.5_me02.5-124_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,350.0,,,,Stage2,,,,,,2.0,,,,I,me02.5-125,125,Mega Gengar ex,https://assets.tcgdex.net/en/me/me02.5/125,,https://assets.tcgdex.net/en/me/me02.5/125/low.png,images/2026-01-30_me02.5_me02.5-125_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Mugi Hamada,Common,Pokemon,,80.0,,,,Basic,,,,,,1.0,,,,I,me02.5-126,126,Team Rocket's Murkrow,https://assets.tcgdex.net/en/me/me02.5/126,,https://assets.tcgdex.net/en/me/me02.5/126/low.png,images/2026-01-30_me02.5_me02.5-126_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,hncl,Rare,Pokemon,,130.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-127,127,Team Rocket's Honchkrow,https://assets.tcgdex.net/en/me/me02.5/127,,https://assets.tcgdex.net/en/me/me02.5/127/low.png,images/2026-01-30_me02.5_me02.5-127_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Miki Tanaka,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,H,me02.5-128,128,Poochyena,https://assets.tcgdex.net/en/me/me02.5/128,,https://assets.tcgdex.net/en/me/me02.5/128/low.png,images/2026-01-30_me02.5_me02.5-128_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,akagi,Uncommon,Pokemon,,120.0,,,,Stage1,,,,,,2.0,,,,H,me02.5-129,129,Mightyena,https://assets.tcgdex.net/en/me/me02.5/129,,https://assets.tcgdex.net/en/me/me02.5/129/low.png,images/2026-01-30_me02.5_me02.5-129_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,osare,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-130,130,Galarian Zigzagoon,https://assets.tcgdex.net/en/me/me02.5/130,,https://assets.tcgdex.net/en/me/me02.5/130/low.png,images/2026-01-30_me02.5_me02.5-130_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Tomowaka,Common,Pokemon,,90.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-131,131,Galarian Linoone,https://assets.tcgdex.net/en/me/me02.5/131,,https://assets.tcgdex.net/en/me/me02.5/131/low.png,images/2026-01-30_me02.5_me02.5-131_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Dsuke,Uncommon,Pokemon,,170.0,,,,Stage2,,,,,,2.0,,,,I,me02.5-132,132,Galarian Obstagoon,https://assets.tcgdex.net/en/me/me02.5/132,,https://assets.tcgdex.net/en/me/me02.5/132/low.png,images/2026-01-30_me02.5_me02.5-132_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,satoma,Uncommon,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-133,133,Cynthia's Spiritomb,https://assets.tcgdex.net/en/me/me02.5/133,,https://assets.tcgdex.net/en/me/me02.5/133/low.png,images/2026-01-30_me02.5_me02.5-133_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Shimaris Yukichi,Common,Pokemon,,80.0,,,,Basic,,,,,,2.0,,,,I,me02.5-134,134,Scraggy,https://assets.tcgdex.net/en/me/me02.5/134,,https://assets.tcgdex.net/en/me/me02.5/134/low.png,images/2026-01-30_me02.5_me02.5-134_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,330.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-135,135,Mega Scrafty ex,https://assets.tcgdex.net/en/me/me02.5/135,,https://assets.tcgdex.net/en/me/me02.5/135/low.png,images/2026-01-30_me02.5_me02.5-135_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Jiro Sasumo,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-136,136,N's Zorua,https://assets.tcgdex.net/en/me/me02.5/136,,https://assets.tcgdex.net/en/me/me02.5/136/low.png,images/2026-01-30_me02.5_me02.5-136_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,takuyoa,Double rare,Pokemon,,280.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-137,137,N's Zoroark ex,https://assets.tcgdex.net/en/me/me02.5/137,,https://assets.tcgdex.net/en/me/me02.5/137/low.png,images/2026-01-30_me02.5_me02.5-137_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Nisota Niso,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,J,me02.5-138,138,Vullaby,https://assets.tcgdex.net/en/me/me02.5/138,,https://assets.tcgdex.net/en/me/me02.5/138/low.png,images/2026-01-30_me02.5_me02.5-138_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Ultimateinudog,Double rare,Pokemon,,260.0,,,,Stage1,,,,,,1.0,,,,J,me02.5-139,139,Mandibuzz ex,https://assets.tcgdex.net/en/me/me02.5/139,,https://assets.tcgdex.net/en/me/me02.5/139/low.png,images/2026-01-30_me02.5_me02.5-139_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,takashi shiraishi,Uncommon,Pokemon,,140.0,,,,Stage1,,,,,,3.0,,,,I,me02.5-140,140,Pangoro,https://assets.tcgdex.net/en/me/me02.5/140,,https://assets.tcgdex.net/en/me/me02.5/140/low.png,images/2026-01-30_me02.5_me02.5-140_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Anesaki Dynamic,Rare,Pokemon,,120.0,,,,Basic,,,,,,2.0,,,,J,me02.5-141,141,Hoopa,https://assets.tcgdex.net/en/me/me02.5/141,,https://assets.tcgdex.net/en/me/me02.5/141/low.png,images/2026-01-30_me02.5_me02.5-141_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,takuyoa,Double rare,Pokemon,,210.0,,,,Basic,,,,,,1.0,,,,H,me02.5-142,142,Fezandipiti ex,https://assets.tcgdex.net/en/me/me02.5/142,,https://assets.tcgdex.net/en/me/me02.5/142/low.png,images/2026-01-30_me02.5_me02.5-142_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,IKEDA Saki,Rare,Pokemon,,80.0,,,,Basic,,,,,,1.0,,,,I,me02.5-143,143,Pecharunt,https://assets.tcgdex.net/en/me/me02.5/143,,https://assets.tcgdex.net/en/me/me02.5/143/low.png,images/2026-01-30_me02.5_me02.5-143_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,CHORISO,Uncommon,Pokemon,,90.0,,,,Basic,,,,,,1.0,,,,J,me02.5-144,144,Mawile,https://assets.tcgdex.net/en/me/me02.5/144,,https://assets.tcgdex.net/en/me/me02.5/144/low.png,images/2026-01-30_me02.5_me02.5-144_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,toriyufu,Double rare,Pokemon,,230.0,,,,Basic,,,,,,3.0,,,,J,me02.5-145,145,Registeel ex,https://assets.tcgdex.net/en/me/me02.5/145,,https://assets.tcgdex.net/en/me/me02.5/145/low.png,images/2026-01-30_me02.5_me02.5-145_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Yuya Oka,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-146,146,Pawniard,https://assets.tcgdex.net/en/me/me02.5/146,,https://assets.tcgdex.net/en/me/me02.5/146/low.png,images/2026-01-30_me02.5_me02.5-146_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Scav,Common,Pokemon,,120.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-147,147,Bisharp,https://assets.tcgdex.net/en/me/me02.5/147,,https://assets.tcgdex.net/en/me/me02.5/147/low.png,images/2026-01-30_me02.5_me02.5-147_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Teeziro,Rare,Pokemon,,170.0,,,,Stage2,,,,,,3.0,,,,I,me02.5-148,148,Kingambit,https://assets.tcgdex.net/en/me/me02.5/148,,https://assets.tcgdex.net/en/me/me02.5/148/low.png,images/2026-01-30_me02.5_me02.5-148_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,190.0,,,,Basic,,,,,,1.0,,,,J,me02.5-149,149,Togedemaru ex,https://assets.tcgdex.net/en/me/me02.5/149,,https://assets.tcgdex.net/en/me/me02.5/149/low.png,images/2026-01-30_me02.5_me02.5-149_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,HYOGONOSUKE,Common,Pokemon,,80.0,,,,Basic,,,,,,2.0,,,,I,me02.5-150,150,Dratini,https://assets.tcgdex.net/en/me/me02.5/150,,https://assets.tcgdex.net/en/me/me02.5/150/low.png,images/2026-01-30_me02.5_me02.5-150_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Gemi,Uncommon,Pokemon,,100.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-151,151,Dragonair,https://assets.tcgdex.net/en/me/me02.5/151,,https://assets.tcgdex.net/en/me/me02.5/151/low.png,images/2026-01-30_me02.5_me02.5-151_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,aky CG Works,Double rare,Pokemon,,370.0,,,,Stage2,,,,,,2.0,,,,I,me02.5-152,152,Mega Dragonite ex,https://assets.tcgdex.net/en/me/me02.5/152,,https://assets.tcgdex.net/en/me/me02.5/152/low.png,images/2026-01-30_me02.5_me02.5-152_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,nagimiso,Rare,Pokemon,,120.0,,,,Basic,,,,,,1.0,,,,I,me02.5-153,153,Rayquaza,https://assets.tcgdex.net/en/me/me02.5/153,,https://assets.tcgdex.net/en/me/me02.5/153/low.png,images/2026-01-30_me02.5_me02.5-153_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,rika,Rare,Pokemon,,130.0,,,,Basic,,,,,,2.0,,,,I,me02.5-154,154,N's Reshiram,https://assets.tcgdex.net/en/me/me02.5/154,,https://assets.tcgdex.net/en/me/me02.5/154/low.png,images/2026-01-30_me02.5_me02.5-154_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,AKIRA EGAWA,Rare,Pokemon,,130.0,,,,Basic,,,,,,2.0,,,,I,me02.5-155,155,N's Zekrom,https://assets.tcgdex.net/en/me/me02.5/155,,https://assets.tcgdex.net/en/me/me02.5/155/low.png,images/2026-01-30_me02.5_me02.5-155_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Eri Kamei,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-156,156,Noibat,https://assets.tcgdex.net/en/me/me02.5/156,,https://assets.tcgdex.net/en/me/me02.5/156/low.png,images/2026-01-30_me02.5_me02.5-156_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Natsumi Miyanose,Uncommon,Pokemon,,120.0,,,,Stage1,,,,,,0.0,,,,I,me02.5-157,157,Noivern,https://assets.tcgdex.net/en/me/me02.5/157,,https://assets.tcgdex.net/en/me/me02.5/157/low.png,images/2026-01-30_me02.5_me02.5-157_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Scav,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,H,me02.5-158,158,Dreepy,https://assets.tcgdex.net/en/me/me02.5/158,,https://assets.tcgdex.net/en/me/me02.5/158/low.png,images/2026-01-30_me02.5_me02.5-158_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,cochi8i,Common,Pokemon,,90.0,,,,Stage1,,,,,,1.0,,,,H,me02.5-159,159,Drakloak,https://assets.tcgdex.net/en/me/me02.5/159,,https://assets.tcgdex.net/en/me/me02.5/159/low.png,images/2026-01-30_me02.5_me02.5-159_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,320.0,,,,Stage2,,,,,,1.0,,,,H,me02.5-160,160,Dragapult ex,https://assets.tcgdex.net/en/me/me02.5/160,,https://assets.tcgdex.net/en/me/me02.5/160/low.png,images/2026-01-30_me02.5_me02.5-160_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Megumi Mizutani,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-161,161,Team Rocket's Meowth,https://assets.tcgdex.net/en/me/me02.5/161,,https://assets.tcgdex.net/en/me/me02.5/161/low.png,images/2026-01-30_me02.5_me02.5-161_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,230.0,,,,Basic,,,,,,2.0,,,,I,me02.5-162,162,Team Rocket's Kangaskhan ex,https://assets.tcgdex.net/en/me/me02.5/162,,https://assets.tcgdex.net/en/me/me02.5/162/low.png,images/2026-01-30_me02.5_me02.5-162_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,0313,Common,Pokemon,,70.0,,,,Basic,,,,,,0.0,,,,J,me02.5-163,163,Larry's Dunsparce,https://assets.tcgdex.net/en/me/me02.5/163,,https://assets.tcgdex.net/en/me/me02.5/163/low.png,images/2026-01-30_me02.5_me02.5-163_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,270.0,,,,Stage1,,,,,,3.0,,,,J,me02.5-164,164,Larry's Dudunsparce ex,https://assets.tcgdex.net/en/me/me02.5/164,,https://assets.tcgdex.net/en/me/me02.5/164/low.png,images/2026-01-30_me02.5_me02.5-164_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Yoko Hishida,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,J,me02.5-165,165,Skitty,https://assets.tcgdex.net/en/me/me02.5/165,,https://assets.tcgdex.net/en/me/me02.5/165/low.png,images/2026-01-30_me02.5_me02.5-165_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,buchi,Uncommon,Pokemon,,100.0,,,,Stage1,,,,,,1.0,,,,J,me02.5-166,166,Delcatty,https://assets.tcgdex.net/en/me/me02.5/166,,https://assets.tcgdex.net/en/me/me02.5/166/low.png,images/2026-01-30_me02.5_me02.5-166_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,200.0,,,,Basic,,,,,,1.0,,,,J,me02.5-167,167,Zangoose ex,https://assets.tcgdex.net/en/me/me02.5/167,,https://assets.tcgdex.net/en/me/me02.5/167/low.png,images/2026-01-30_me02.5_me02.5-167_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Natsumi Miyanose,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,J,me02.5-168,168,Larry's Starly,https://assets.tcgdex.net/en/me/me02.5/168,,https://assets.tcgdex.net/en/me/me02.5/168/low.png,images/2026-01-30_me02.5_me02.5-168_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Fujimoto Gold,Uncommon,Pokemon,,90.0,,,,Stage1,,,,,,1.0,,,,J,me02.5-169,169,Larry's Staravia,https://assets.tcgdex.net/en/me/me02.5/169,,https://assets.tcgdex.net/en/me/me02.5/169/low.png,images/2026-01-30_me02.5_me02.5-169_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Po-Suzuki,Rare,Pokemon,,150.0,,,,Stage2,,,,,,1.0,,,,J,me02.5-170,170,Larry's Staraptor,https://assets.tcgdex.net/en/me/me02.5/170,,https://assets.tcgdex.net/en/me/me02.5/170/low.png,images/2026-01-30_me02.5_me02.5-170_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Toshinao Aoki,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,H,me02.5-171,171,Fan Rotom,https://assets.tcgdex.net/en/me/me02.5/171,,https://assets.tcgdex.net/en/me/me02.5/171/low.png,images/2026-01-30_me02.5_me02.5-171_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,270.0,,,,Basic,,,,,,1.0,,,,J,me02.5-172,172,Mega Audino ex,https://assets.tcgdex.net/en/me/me02.5/172,,https://assets.tcgdex.net/en/me/me02.5/172/low.png,images/2026-01-30_me02.5_me02.5-172_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,cochi8i,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,J,me02.5-173,173,Larry's Rufflet,https://assets.tcgdex.net/en/me/me02.5/173,,https://assets.tcgdex.net/en/me/me02.5/173/low.png,images/2026-01-30_me02.5_me02.5-173_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Ryuta Fuse,Uncommon,Pokemon,,130.0,,,,Stage1,,,,,,1.0,,,,J,me02.5-174,174,Larry's Braviary,https://assets.tcgdex.net/en/me/me02.5/174,,https://assets.tcgdex.net/en/me/me02.5/174/low.png,images/2026-01-30_me02.5_me02.5-174_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,ryoma uratsuka,Common,Pokemon,,90.0,,,,Basic,,,,,,2.0,,,,J,me02.5-175,175,Larry's Komala,https://assets.tcgdex.net/en/me/me02.5/175,,https://assets.tcgdex.net/en/me/me02.5/175/low.png,images/2026-01-30_me02.5_me02.5-175_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Scav,Uncommon,Pokemon,,130.0,,,,Basic,,,,,,2.0,,,,J,me02.5-176,176,Drampa,https://assets.tcgdex.net/en/me/me02.5/176,,https://assets.tcgdex.net/en/me/me02.5/176/low.png,images/2026-01-30_me02.5_me02.5-176_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Saboteri,Uncommon,Pokemon,,110.0,,,,Basic,,,,,,1.0,,,,I,me02.5-177,177,Hop's Cramorant,https://assets.tcgdex.net/en/me/me02.5/177,,https://assets.tcgdex.net/en/me/me02.5/177/low.png,images/2026-01-30_me02.5_me02.5-177_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,GIDORA,Rare,Pokemon,,120.0,,,,Basic,,,,,,2.0,,,,H,me02.5-178,178,Terapagos,https://assets.tcgdex.net/en/me/me02.5/178,,https://assets.tcgdex.net/en/me/me02.5/178/low.png,images/2026-01-30_me02.5_me02.5-178_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,230.0,,,,Basic,,,,,,2.0,,,,H,me02.5-179,179,Terapagos ex,https://assets.tcgdex.net/en/me/me02.5/179,,https://assets.tcgdex.net/en/me/me02.5/179/low.png,images/2026-01-30_me02.5_me02.5-179_low.png,True,True,True,False,False,,
